symbol,Sample_0,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9
ANKUB1,348.5794686156923,760.3230328788287,483.07189756175467,760.0538305602843,678.6446732663612,719.2135906527028,548.1616390174606,346.0785404430996,917.6637864355586,432.3735131165288
ANKZF1,1453.7836396533905,922.0984382938648,1495.5847036869714,772.8444679190185,1074.811520121415,913.5340374492683,1107.1041348018161,1498.2966387705076,900.788931121017,970.0053515613795
ANLN,1228.0681431019127,774.5688853855751,485.0195033808722,1131.018764562723,578.7449959949794,812.4418924214867,982.3918504872047,1248.0894056039076,810.1725915876846,889.7865913266979
ANO1,39.33642346221068,40.759583914878256,52.49916364370119,42.48899707353473,51.887828741247525,44.17980109306599,48.09501271900911,29.220088540344683,55.650121004486394,34.08798490232351
ANO2,310.5815262418996,368.87753229839115,337.3154010216835,287.26304528886595,218.74756161986681,298.4838850875851,228.08863888448116,466.2569316814248,305.3066613113825,166.79957441678718
ANO3,600.6652363295351,612.1902355444423,759.8670575510997,809.3167115075322,1146.1995569256537,776.5594930689522,1112.7451628500473,831.8802406226023,998.2809713698991,1087.914485401637
ANO4,1010.7659360849185,967.9583613618524,611.2878083936371,1357.967230924169,1047.7853116375056,896.9286821316956,1087.562655158379,1085.2604268111288,564.4043529172766,1199.6710429467603
ANO5,701.4176346559532,807.4230646870711,559.0626201884191,1073.3155379159625,447.2033736135634,693.4862916312109,469.51768730401983,874.7783750931513,750.7163596438021,1148.4583759141078
ANO6,543.8783592235454,459.60082395960416,463.37892436893975,414.75274202155356,513.8776813954712,684.7476328806293,465.2334626422082,392.2840758904615,604.7734206696126,379.51513681043286
ANO7,139.09184570477183,198.46860473145543,147.66723335504727,170.31890304954345,230.5883940273397,238.7151277219926,209.75292530845186,197.12520635342693,352.1357178501634,205.70998115832157
ANO8,369.7586654051669,377.78867003017143,409.48656068824545,273.93703720704895,439.59016660700416,517.7521028914797,504.815236265858,314.30098458365063,548.8534688162043,418.5480035406131
ANO9,928.9909676689313,837.2446590751752,808.322779866541,579.7945742339634,561.5491598215037,619.5915634816992,815.908263802147,797.4056647718276,476.18577844011884,773.4915037225287
ANO10,343.9973037218781,690.0595436658887,411.95367744508366,415.6147315395975,784.1463995770472,425.6683668377518,764.4065208524081,529.6915157237104,520.5962830019082,817.5038720689097
ANOS1,578.0343636184863,1183.0231713670855,1137.376961566681,947.6767267756996,1304.0345732390488,946.3950517102269,1377.580827823141,1323.4081131374617,1148.4472482624883,1323.3368288633221
ANP32A,830.4280453808925,902.5988708191917,502.65958880999926,453.7141707063052,1036.7358527991578,730.0230370039162,1001.3015706740032,497.5653254688015,1048.0187441487906,418.3968071595138
ANP32B,891.7502718137904,712.9353948894762,814.0459290082679,1402.113804875355,1172.587598476742,995.4385588686399,860.358420572662,675.3297057033202,1111.6852514885538,1288.3151645784844
ANP32D,106.60583720702202,172.0906905124451,82.4735530578645,122.53058094829358,104.20686968086378,115.81084423239338,130.35711328501569,112.05520046079705,94.58243994748935,134.57935706491406
ANP32E,678.849594470331,404.62519874760915,459.6614603669247,560.3387146162564,375.63541929824055,570.7559147138841,370.40264438246925,482.18222591334523,624.8928157246353,544.2680755944867
ANPEP,506.90030868212614,251.7792634751501,283.51044511889154,441.51256287660595,291.3446698602175,187.02813651625937,367.54012979476954,392.2434319913799,300.4611803850279,463.5388068710346
ANTKMT,104.42684286196598,95.16859773451651,98.9724650672195,84.62704842214521,123.37946050048396,192.06309242485366,76.83108248616597,118.8962582873276,148.58525110352116,154.29669964462633
ANTXR1,320.37110253364403,642.642399472611,703.5755147623457,866.0213079536563,796.6968125305877,336.5949078902048,312.54565407464526,477.9019594466672,522.4410711420902,406.87980069914573
ANTXR2,92.58508509656289,131.2304991798245,122.01753367580159,85.03913835968591,107.98769859395516,49.709456946511594,113.23605305174375,98.95949212768032,113.15327178833404,81.21646190363064
ANTXRL,1049.7457204427462,1533.7474282201417,1051.8728298219482,806.7034643351304,959.6501677586647,639.6393269988502,919.5801578650188,1145.7284753645072,1125.5838419122394,892.3128566208786
ANXA1,504.4892652408973,600.9131196590569,673.2503890634134,551.5986591600603,506.3489644035126,570.0957706294397,471.1688536473225,611.2072663119868,487.01425560977157,229.03937840799586
ANXA2,871.747664837275,883.9985343648035,450.646847190715,954.6474641241532,530.0511764466066,876.4949937285862,975.1102211626293,826.7762749751563,433.2850700043935,715.9736623097624
ANXA2R,218.2322404233542,350.4619041726063,276.51154663326406,273.75372211585943,242.2234832129116,377.4631454999813,338.9350756806525,433.4472108904343,366.5022244343335,280.0044516206508
ANXA3,1077.4758512362703,534.3511798779813,517.8079022163148,833.6045643865098,1280.643135758262,958.3965980758853,757.4526864983515,854.8770532897205,1090.8246407286458,763.031026093777
ANXA4,853.0801273122557,871.0686033449102,895.7339328647519,681.4733888165621,1364.388050910624,468.2625419952293,662.5184881193317,872.49934531981,1018.0245771593884,457.2302900126697
ANXA5,811.8293875080158,1236.3195798352028,1333.5546954948084,838.9344086473819,480.55783428977884,1037.3728457994923,1203.96951317338,631.8313597703204,1032.7527274824874,593.073554499793
ANXA6,942.9703256128241,542.2626924972744,755.3997346610058,627.1465001110101,554.5940314383258,406.1218484581701,601.8017003063721,920.6782674419388,792.1175262855544,816.6450918115733
ANXA7,1120.9471799656164,810.3029794841098,632.3793786919565,765.8753692070572,717.6666746010474,376.02365217168426,991.7853576254087,599.4306061422449,827.1113723047779,860.8752211858188
ANXA8,211.4358480975321,197.68133320675963,214.17607452318737,261.74179791016644,270.80725648248824,184.89108127325653,297.3239652311395,286.29344879488303,235.21291423244574,258.437761788611
ANXA8L1,1065.1805721154237,812.7760209458507,659.8982972680903,856.3566513939093,806.3302379546233,1073.0294823984532,730.1286177082081,583.0581960577588,684.5576039783457,1010.136602613153
ANXA9,1119.0227630469662,852.2057451233171,1155.9674386289666,1051.4714036063262,1154.8595489843617,1340.3727605474087,626.4773514678172,816.6107042698951,1178.7817043648213,674.9967141490275
ANXA10,212.10827581372615,149.84174445388223,174.11525986037964,147.89232904669288,118.45174328990595,193.78274137764112,153.52730192566455,223.2568296523908,87.40096214520167,85.82982077157945
ANXA11,664.5185676316918,532.3569549129605,817.5182820395476,727.756003601635,860.37192742986,621.5149879319679,986.494592476844,1121.358839917651,643.152810609476,1159.5495313343308
ANXA13,359.51771072770646,208.84958258747892,307.0249913582361,218.05363494754553,339.12962855844796,246.29357962151497,373.538788304793,336.3878938465591,323.4334189461704,263.19436214161135
AOAH,1703.6713326259219,1419.7660312328383,1131.5925477214712,790.6344573865409,1705.655104903283,1544.0809817601612,1400.2664496614855,1129.4084905580844,961.3634428830032,856.483390713055
AOC1,513.5068872938724,1123.3797125325273,1117.6396150920814,928.3531206597759,1042.0595538619975,1504.032162970705,895.2135841994364,1112.6138458717057,1000.1982602174506,1170.9130027327158
AOC2,232.68143741053146,404.38613395249695,171.9489037973742,296.1555709497022,282.12613164309886,268.72253383647313,186.89239238229158,279.51579516598224,432.08610516995617,342.0908817827223
AOC3,1037.1655838125942,648.9201111348411,1093.928048896334,1075.409525754409,1166.1564474507268,1151.279674011087,1532.0310522495806,1290.2407262555937,796.3858199140076,1328.0544174307915
AOPEP,31.43711474795466,50.42383421110718,60.359124966862076,66.90269911916968,34.579735307025445,61.87367098957759,53.85638578902185,52.69012364817914,28.76708242931157,73.30997442046336
AOX1,890.2987929678171,857.0192381518601,542.0443082132216,609.1790734535227,462.9554676521097,578.0370689256102,588.0017275324677,407.55247112803744,841.2543964742295,1033.4930860576835
AP1AR,1121.4546024977435,831.4097317318127,890.0925061537542,778.5824043416918,552.1050078983038,680.2922485143723,993.6217644398944,754.0769670255081,748.5784254251613,407.9478339135517
AP1B1,708.2446084744134,1147.0192233340547,1160.9191011827324,727.6047271887985,1145.612818779196,745.6349394427159,686.1556315201794,826.9722396644092,616.7856765407511,825.3588118125418
AP1G1,207.44696105726518,226.39853871133073,197.16154124067498,152.17281610252118,247.44515712539965,86.17688716434155,192.09804734301866,178.62649865351497,202.4467486242165,140.6087846907556
AP1G2,1588.02412015661,1061.8120909078461,1236.301178913995,1275.2509283561503,1290.0252300712295,1244.4002093693368,1186.0049354385492,1202.542799198154,1053.4136249742378,587.2961056189076
AP1M1,118.66552020008757,70.65442511189734,131.1543073661892,122.94756451403204,89.44426940347182,70.08939543459678,75.77394280012909,156.4437010853467,113.38880114258944,69.91313088116476
AP1M2,20.407935836784507,22.060695729448657,27.177181474055242,36.09397169675056,13.498050901541122,31.144492575790597,34.76839376613353,28.211842363128536,18.093931311889136,34.74994170227424
AP1S1,628.9055549736615,1320.8450518039108,1103.7563900707612,1415.0506159374067,722.4876536709141,972.2592443164727,894.663753749286,592.0275108776395,1121.7574252138932,1101.006925634049
AP1S2,175.75387604127368,203.81465690461326,213.23093055956906,77.89865529302236,160.26966587708196,154.94959309961297,232.26888655991525,152.55187848381908,178.90187934020497,98.83537848849683
AP1S3,832.4369063901402,1246.6352466289773,1173.8316442385217,1079.3842506348199,527.9927214626695,677.2389845680968,525.6702251181815,640.3038149738712,415.45832120076875,824.2821757015665
AP2A1,736.5847740289931,1275.5368131482842,1206.5121251531414,1087.4883265311785,706.5282423922181,639.2138414663427,772.4791794799795,773.6047122555559,779.644804374135,1128.7791897930517
AP2A2,156.33032568182966,322.95860193297466,308.54025109774284,198.025457107771,296.07544854600286,218.036253179229,185.5670210275258,318.4278941788822,170.46577513491815,205.0855663897613
AP2B1,721.5889547031082,914.8320036890506,1328.5221502795375,1387.934885468424,697.9405838861545,643.5779861238236,966.0440347971963,1285.609248023157,817.6615828093,1424.3429393502465
AP2M1,64.09689815483846,58.70598360785352,101.91011330269767,75.31714017321337,61.86787500689488,82.73913307367293,57.56193874690677,47.459663385274894,68.66895738449861,45.027531216432635
AP2S1,86.59590990589963,110.38862275312304,115.54126246235346,144.9116832053258,138.7929240453107,173.84502799054127,115.11383327209323,159.76604793328772,139.20053406840353,120.41204727220057
AP3B1,459.8990846927106,540.006094095875,252.9719230941154,547.9796084522587,339.52341168508127,441.77486918689465,236.11700013677935,321.47149557524403,281.17668447810684,338.1277517996385
AP3B2,739.2022999145972,1076.8642082795752,492.27737206018827,473.56968091876837,769.6569524903729,823.7965191329613,1010.2620025541405,1227.777492787082,692.8835760740474,1323.9542047812786
AP3D1,406.8409512299337,501.37023044708627,391.7424170478766,473.75893784293356,438.7022291119216,238.2891716812086,372.43272988997893,255.56063577771795,408.0660856220338,382.30382673495325
AP3M1,1308.4453173409056,619.8918367176057,855.4578504131711,1130.9908216658769,901.4156871730178,673.648429231582,1304.7579254833302,1032.9684512784352,1003.055272635236,1022.2125257808692
AP3M2,1261.1842832924842,552.8213792495455,649.502640384563,754.147189335437,971.5905068036759,823.116196832605,863.0455289989623,862.1376950108291,770.4879285822087,1360.5494360922864
AP3S1,855.5596038258253,1552.6986878002997,951.5634246748419,900.1802919074997,524.2431900060876,1212.3475164179522,1403.5813515907234,711.0752228672684,819.4191238732461,859.673662827737
AP3S2,702.9774252915887,1367.9726903522794,1060.3097963990663,1569.7506654618353,969.1200506903716,707.0775849261814,1131.0142212037517,994.5896064644788,1212.4830070293742,954.8252235153119
AP4B1,273.80077342384345,591.4716579778348,425.03566017935026,499.04954938570427,416.80766618768837,583.5477967116464,417.0258249840134,528.6879626038955,404.7773785190364,339.0249624585006
AP4E1,460.11309017291575,379.9769784213929,301.3289037465327,520.9192247880865,438.89523251694874,316.53286376332386,498.87551109295373,417.4279869807144,294.3422364689487,435.5137074911138
AP4M1,260.4111468999031,601.9142077277187,814.2325818905667,573.9374299878557,639.7305826360736,669.7185417887689,626.0765712566588,624.4052755982076,503.17547336426844,488.8371125416673
AP4S1,298.68705255029977,416.61793353524985,350.3156898329416,471.4064958420469,698.3519361000655,608.5043855845593,592.1926643556799,348.03107934884434,598.9323877377433,553.9586708808395
AP5B1,1203.0562947135422,1501.825066848181,1073.4635188110788,881.3303548308236,1080.7114648897732,1208.721847797967,1212.9629308047488,839.374994404113,1948.7625088386749,1039.7878482921792
AP5M1,858.904678690494,1128.1609640023103,1470.027685725721,974.0532687594564,1314.9268316267069,780.9459328679137,1425.929461268713,1184.8841358807485,1350.4495163991426,871.9864313418263
AP5S1,415.6599142736536,611.7505765592585,547.9784631369798,453.9586852389608,417.8277736586052,718.005095449124,628.822305139798,747.2780014262532,652.5154375512915,710.5728967647472
AP5Z1,735.4870216319238,482.62078758035847,532.571634721003,306.2875620589543,596.5452331018828,931.7142077411169,494.1087530354954,818.5263156293597,441.231383104501,462.32633110262503
APAF1,1189.397791040763,1013.3394787255726,701.5418201410695,1145.790746057917,619.6039082568116,1245.371703358471,663.4617406011445,1028.50944471357,759.7083027639886,878.6513485330617
APBA1,834.4455752562747,946.7187413799318,602.2264188335772,426.79060440026313,1033.0961557238736,528.6115054014384,926.0057929914361,934.8743286595526,795.1365505092525,886.4669961734869
APBA2,989.5057042924814,767.9626920267809,1401.9418330298458,492.5478057659451,954.8359806364448,1442.0401062052606,825.7647543034492,1415.0360139139536,736.2182500665145,832.4899321529231
APBA3,904.6265750872457,987.686578477978,669.1978042534665,822.3016600072831,611.0087356594244,701.8157530787139,469.00139235452684,383.1354390678917,476.3057588085414,683.3529552888865
APBB1,190.1511753191287,140.44818866612755,83.22411501124553,135.60173732949178,89.31218469334075,109.86219118996547,91.71266515425268,146.24674184120735,159.26866548609382,118.28612837272615
APBB1IP,498.6420900951069,619.6626439890716,727.5488305242823,559.0294297483883,378.0651245723957,561.3003980041049,485.0454401571954,658.0751782933314,729.137107699368,458.8885060030925
APBB2,756.953256670531,786.1139543878456,523.6745865043545,443.7709914783535,553.7612746336472,515.9779512993343,495.9639495134274,457.4250859660392,498.35817927912757,520.798082422974
APBB3,671.2195715145042,1183.7037563912108,399.609988309084,502.58874038026244,780.0693459983966,705.6247563416814,472.49649371136684,587.1476930139128,680.3476435252005,821.4397851245681
APC,233.0507803413299,176.14690407032808,246.10594323014354,134.37698712426766,234.5251464089078,183.5732553360544,136.1210580110222,143.6071605596055,238.25183714326675,196.41057778373147
APC2,1385.3753814637435,1284.176047548562,1293.3372913294277,1526.342444284194,720.8255995250108,1570.4021689022247,1149.7775260413916,1049.7677811220499,1113.6395968598422,1256.1115339232251
APCDD1,29.455184462924294,34.17140777827857,32.34792598610259,27.078937447453736,30.445322452599527,23.83066648254322,20.907256244660438,24.63399707156642,44.30777413904202,43.6748973419224
APCDD1L,1075.3473597586215,1030.4036981567122,635.1324490209623,801.4654880450768,1028.7451739275234,1319.425188701126,1423.1081864182963,1298.880045296751,935.5545570144784,1048.8604975755316
APCS,306.45289060882175,304.7328640158425,624.8540763781938,339.3267996917478,419.6134127726741,471.5426505427796,524.8694416788234,269.95760582414897,392.7132496222543,372.5428145230348
APEH,466.2310216120536,901.5212688561078,698.6305634918871,644.6550649022876,1013.1218851124826,756.4631050466753,1009.302785039837,894.2359927533241,732.4663170140112,551.5448603818543
APELA,510.3755301580154,420.8417808648825,378.6595610787302,268.80627389638033,257.9774334876841,215.56174285155677,505.62980872291376,293.09677184797937,658.3855716033028,314.40444108306974
APEX1,755.7885395702298,1156.277553936493,756.3398706334955,573.9723916516682,444.5823188755067,780.7779913368724,776.3833675941603,1132.8909763964302,629.2466667253818,714.8394024642839
APEX2,907.5027529241423,512.4168469087451,962.5797120364482,395.11755921356485,630.8632290284356,399.4169417333341,553.4516831347661,747.1355253498557,549.7267237131205,592.5211455123032
APH1A,116.308229225687,74.20873590619088,73.90961740181955,102.66292870639306,87.6263796136299,65.10828630919337,52.311775379490776,104.0654003853834,93.51884283757181,80.52039796226671
APH1B,1068.1177009004234,1232.875342350357,1453.4035658389478,1275.8069032200651,783.6083882308537,1028.2789518002428,1157.0086852501133,1403.2367700440675,913.510912145478,843.8800818249251
API5,1010.7471155245861,1327.322294950817,538.9538547264515,1399.4446281271391,1145.5002954430327,1332.987121687743,1254.6806190982577,1119.4095268789722,1125.1429663077083,921.805331163792
APIP,527.2560747791916,329.7112597375481,305.30254349337685,330.42251778598586,337.32935510836415,395.6152985081433,236.51918321112004,347.54530672570627,412.4190397752357,221.4960519818159
APLF,489.74247157853716,1103.2303429698384,682.8613756005226,901.1304789947472,606.5205059263349,647.8060961785999,1096.396821476586,924.0376262898433,572.5332866003539,867.2791552953937
APLN,431.7727671009685,331.5541236673948,380.64549605377147,582.6109761506025,426.9957932019998,276.4545802683534,377.54738501860794,410.11559082638536,283.92426482196925,465.4594256577657
APLNR,180.11542152063916,194.7923846911416,253.73975308644103,160.57568938235573,160.49673655617528,257.9868389492444,193.31201692303063,256.6491856694577,185.77607009553432,218.69032169829106
APLP1,246.53383642302848,302.4448589477819,423.1293604604567,238.9807933345163,395.6951063390424,363.77443307575976,278.84193455409496,408.4200319527273,324.87948672270466,209.29136035682825
APLP2,233.7704439771705,203.25275899051957,421.56918867431256,200.44582470983033,355.35374887366504,327.68184251745146,443.6664205934271,242.33777711610927,554.4414078437519,530.5332207069148
APMAP,288.6725165096861,363.24454561907424,292.3822134107775,246.87089532431847,377.36045135564086,381.6745478930344,247.21758307038115,381.77559804156726,306.9846536772093,478.9416975578087
APOA1,18.935722004388264,17.452960001349286,12.20042163318376,11.670294765820366,13.91959826332886,10.640206506554813,10.615377692744444,14.946744174650721,19.50316053625083,10.12431449659376
APOA2,370.8051812664131,537.7321679687442,574.0693291056893,417.3626670349654,633.8186682295218,358.36692987559803,431.51919214653446,593.9388686935052,628.6996727865082,276.07525701237654
APOA4,615.0863851316426,277.21631754273704,399.82751283537436,333.957074242682,447.59569470566663,475.0052951629785,253.60370105636704,817.1935981138021,520.1664595365762,561.6512987759734
APOA5,455.98059734987584,299.72286231589476,253.67590290681508,254.38966029103398,307.4562128913578,285.70216576658095,333.9102806231444,349.90370721956106,372.74764436795476,360.0023098301169
APOB,342.6058338813969,205.18163557420803,418.0818330983863,230.5406518964873,272.0287063993052,181.0770702364532,444.8948806485738,238.79033434270775,345.8935685605518,216.6861008107179
APOBEC1,1190.5434763067758,1001.1368843361298,1158.4595800381303,1113.5785908439204,731.6994327927732,1225.105482033449,1091.1402232513815,869.4443945848527,1485.3452052054688,942.6453748829952
APOBEC2,931.6417236285778,327.0705867269404,613.6168570821151,669.5368575159551,673.0743371922895,996.1047454868376,808.1214105302707,1013.5976661976292,405.76945198273273,482.7197287782654
APOBEC3A,623.1238823874734,489.19876007926365,441.5085084480933,611.9501424681974,827.5012965520137,553.3420661962667,486.5543602465605,500.15417293801715,357.67391481886136,590.8328329941793
APOBEC3B,264.4740001222906,291.6860458961825,263.31094833093107,241.39895572047718,297.59452461430106,292.79602239100194,279.7176281953333,309.8598217653245,311.31040028170474,262.65486112904637
APOBEC3C,909.0004300391294,1029.6352695843984,1131.4322893288916,728.0395695417769,1018.7387026694566,811.3172224246284,1009.7055307536244,875.6378171018312,905.7866163276303,1036.9821705896013
APOBEC3D,753.8431583039935,716.2321643248007,1166.5610485132652,1158.096781416329,486.4413605418095,1121.2423312775993,937.371356771794,992.7453828059091,1106.360093782806,678.9071219821324
APOBEC3F,971.8663979826179,489.53347781617754,862.1116625739475,908.2823549566272,510.27321524460183,591.5724821411719,757.7477667871708,503.618918005603,868.8775583340908,669.216911307742
APOBEC3G,939.6929334518205,600.8330540316013,952.5760441428664,1048.4650428630703,494.4033317021135,814.6953572174176,516.8742233567895,985.394734086018,1013.9995463266321,1007.7911249270375
APOBEC3H,458.67006613218666,426.36232785627027,740.9670670101304,808.2206401787106,711.1000206897714,504.79401170624993,329.10423592087886,649.5953408853017,877.7163299724955,508.2879539699979
APOBEC4,634.0680490256091,731.0023326633452,829.165785757653,431.5819111788931,752.3832605976855,511.0264270378878,579.2889477300007,882.5525867225516,784.3605142190277,555.6273877309623
APOBR,483.92096601387425,548.6195243185166,516.8114160147526,497.2896282493237,741.6339243595036,349.9593688997176,368.4175576502358,597.2165896238326,287.07095909670556,615.3153987282726
APOC1,1000.1789759233416,807.9273150518859,946.4810195713679,1436.8257784531004,838.4516620276481,1090.1732799210133,1073.5203094241842,805.2036841145655,704.5338472805564,435.8111105883124
APOC2,976.6293180898041,1025.4877395843494,904.9415657852586,850.8837101226952,1396.0801943228446,778.1332607496228,657.2692000969398,733.1913170477492,578.9990941090475,607.7241811995485
APOC3,529.041599014447,652.5743971077654,388.89786338544974,1034.6167242194026,476.13865171871015,569.0338170851404,511.4790418520348,723.7967593922037,812.674248035455,612.9512688750507
APOC4,431.17988578519146,523.8563802028992,462.85048882950116,696.6033487147777,368.4393945647423,782.2896831213615,619.4338624215027,428.82767274091015,614.4028628096324,661.8086707265356
APOD,628.9929687974359,520.1949826835184,605.2641261350229,537.1207034888098,676.4719247546115,529.2773948724654,475.4225042951153,525.1662277842289,671.433982784849,488.7657046778881
APOE,637.7227971953304,1037.146654132274,1139.1451447876575,833.4180847786122,1148.7692830036558,695.7816060391266,990.3334196438119,1245.9981616407788,872.5559110203437,1099.7939542512563
APOF,118.75353904372844,250.09105480455216,314.91067966658426,305.4825212496118,204.00032299129967,261.9942387599467,318.3676718272984,197.0606897731036,152.42329856485756,313.22391343541955
APOH,352.985785611702,236.3546467232681,343.2677415419203,325.28495407563753,476.16031164474674,451.5872824998364,290.32985957813577,400.9991318356838,492.3736796438214,541.9380467885658
APOL1,362.8341246611115,501.07783157659156,546.8791494401501,295.66930073669465,420.0134958831819,589.7653230680103,417.4474601959883,403.16404660737,654.1784668911032,456.7369995695656
APOL2,856.0882355172897,1014.255545862407,989.0917429341715,686.2180202165347,808.0996710962921,668.4653356925071,736.4184965898721,966.0303982386531,1159.114340701682,1198.9220478687253
APOL3,904.9906168363067,707.613074384039,632.2937524889975,475.6597396725819,800.0206851625486,767.2867495833999,860.9232233852863,516.4802037734216,500.56019985918294,871.9568253158914
APOL4,257.4727983791665,315.81609336401556,158.00657970019242,187.1237906805348,183.25033962069756,195.39934432484975,218.97330372176683,102.38857391043923,163.62805693973732,157.37410228990154
APOL5,580.8679861810762,569.8057682148547,642.3936799610104,524.2842388105048,748.0884091114066,436.6494663175537,350.21290952456826,495.1700212607586,658.7501168762852,630.2410352922666
APOL6,462.5322641723672,720.7992138349714,286.92057567700704,553.0832918642327,414.04047953036246,315.40874046164816,264.51179086562956,335.3082421433561,375.64718291940306,373.58365979961343
APOLD1,938.3017172503311,998.6875362792003,794.2612155229408,1593.1385216215856,1545.8135933285294,1435.2307472870154,660.7328047559223,952.0272670292966,1069.5677985434568,1333.1351361338934
APOM,546.4725774698295,611.2739224078124,395.78576896842077,476.82131035765,498.57133867626857,786.7189601506306,426.44525074522784,330.07043705140205,691.1339336392577,636.8349904461812
APOO,373.23976410448245,406.4754816881173,301.38143288307407,297.2664925696489,320.12906359821346,447.78423940190487,308.1819383469296,431.8900589366501,299.5249257992152,540.418347856252
APOOL,238.01024645890274,213.76672133454662,218.08139501835237,221.63075597929998,280.9821756356709,234.49198063269517,190.9418050656151,179.17202714206516,215.98069193191097,328.48800538864754
APP,476.2221631326021,1238.203457319177,662.4952362420961,1177.2955803665827,896.5137385596536,556.4383728958934,450.7971485376072,714.0229263832307,853.9577392379118,593.4941532142967
APPBP2,659.5014003682568,580.899756284831,835.9062553597016,899.6567564596965,960.028999818105,345.82025590331733,605.303340276117,767.4435824701254,481.90238036763225,674.4605879816987
APPL1,142.97999531812653,290.2167011186471,105.77754671058871,147.80941240332908,262.46127917321627,211.11576082396994,209.21018500355368,187.96411757245895,345.0045595495418,195.33133611508325
APPL2,1159.5959653380062,880.5194826277062,1073.655456945989,555.0593687193019,883.9329248681014,1194.9359487214906,995.1520229323006,989.5749171426066,828.6390457107337,635.8768860474561
APRT,375.09738816967547,405.96931844876093,535.4791626697601,495.08100019962205,334.5260141940718,361.80561022392317,550.9087087103757,423.4600002264452,650.3591627594864,274.1772382419118
APTX,1260.50321064735,1282.647072830815,1676.51511006543,1036.6609595887046,1587.6600817125266,1029.6179267415023,1209.6573005961304,639.8884633300501,906.3693866629052,938.847219152736
AQP1,155.47376819600396,301.9637545998678,206.17345222803868,175.24023399820402,261.4363682790138,268.96197368943234,216.23714210703957,164.78075436625835,229.2605599469239,286.0652460823255
AQP2,686.222458896895,594.0725511558685,826.1423687013321,717.5059465273662,463.1474859691123,889.8247870366587,533.8421577661006,576.0021740607995,506.3668080649524,574.0598149754784
AQP3,1611.587377969152,741.5466630088852,1464.933825618303,633.2375156463594,768.9628489273586,929.2226473749347,1239.1070626316466,1426.0572875566334,991.5867041441412,585.1176831481336
AQP4,923.0013323167867,812.671406806853,858.6314753056365,806.2976572733633,1208.6422312983611,953.3497424783985,1283.798460960577,891.0433445943222,1092.9164408367403,1576.1740519179011
AQP5,952.0625865128318,700.6496291715972,580.7626855811188,769.8459704091478,826.4098067974257,890.157949324266,514.4769620881133,1070.5269641861896,526.827428860388,1046.1690928956548
AQP6,1378.77274355392,903.2823320674332,659.13629562297,1300.3763307920617,606.5419642288529,910.6502108946825,1045.8485714478657,888.5938288054007,670.828356454886,724.2927465549675
AQP7,553.5071964099374,1048.4631722652457,1134.3767106331543,859.1676401246883,719.7262716744227,1082.8966182274476,657.9964174939206,661.8453136204389,558.1722902608316,709.2561600984372
AQP7B,75.76751111568133,60.50512588304888,124.02102088337259,99.17570446403252,108.64755783264127,91.05751906976538,46.1156981412474,97.56389213222079,65.5496236625668,104.63853239904826
AQP8,1111.2595372558155,1156.9663861868448,1094.8573095545373,993.3910436397574,997.8146883160099,1401.9691523949884,799.9626775281591,1723.8605437675183,1418.45834513961,1425.5273975814
AQP9,21.551926017617774,9.630379532528924,20.13543335884364,17.455342583259792,10.461494746680842,12.271125431519312,19.041206425083388,11.932527136150341,20.125466308438867,8.0560312521817
AQP10,641.4312720297902,589.0058315695136,747.11397032111,431.3086714683594,357.2377169509421,490.1463221804228,497.1302321978811,549.1748126521985,548.8180280836904,625.9323487051483
AQP11,1149.7236276377466,657.5948967970569,1651.4942879586101,1047.4017234670405,916.3323538524405,856.2559070081128,1103.2662228249144,1303.6748368487804,1326.7226739549053,1079.89768201771
AQP12A,395.13527470997667,327.28326757194975,562.5080285973795,296.9909696203497,334.81882121485586,452.5946315741922,413.39233476874557,343.59752649240994,245.45780263035826,334.3071691806718
AQP12B,787.6974049635897,555.7348243965064,705.2760334653659,529.6958706432725,878.3322286809598,808.8000984714407,509.95057248599096,641.9111565210786,666.7738058572912,699.7512811222483
AQR,361.198184355557,534.4183889622811,650.9818188518295,567.0756799395617,319.0644844051896,357.6151063355097,458.5578267366877,585.0041504962318,711.9220257498815,302.02449079664484
AR,164.36722659495803,194.6360248429526,179.35395772053562,95.2046613649576,200.25193627796017,190.4711504471836,157.6616443051046,111.48741022173579,143.7950854866923,193.75891399168853
ARAF,570.2488241912808,684.5955270387398,516.2740405790438,582.2652524850513,677.6107463115535,633.978816085455,313.3221311825692,666.4760707487366,281.22343648433497,720.9584871352274
ARAP1,245.47179351137856,215.57232250404732,303.771866048932,187.19062818382474,386.0254359154851,185.77059028172673,306.8124239202002,446.2772709511304,398.9680405488411,266.17155244041095
ARAP2,1390.9032829092346,483.0172419999915,792.1539218744788,761.1732161192491,1047.9516853121836,1333.1594262940348,741.2250451940425,1342.8064869499997,796.0908933844237,1187.6494676846871
ARAP3,564.0224156608451,649.5570037716982,813.3128359378527,1153.4939347332606,753.5327773006924,791.0830052552843,375.4859968604988,851.0890944692502,498.10833361468906,893.8987581518661
ARB2A,1239.150677073443,375.7824005929457,845.6711872127153,612.5576009371106,402.7025548040224,1089.4625599813937,992.1990089402251,550.0309359664432,786.8472123092437,1063.1422816177046
ARC,541.5833505019814,553.1134203484517,685.5066114568851,1012.3591008272231,1014.7082119409822,1056.2634686451436,1204.9129270279545,1171.410997752482,654.7424096946107,891.2151537836234
